train_loss,train_acc,val_loss,val_acc,val_f1
1.3181295623314353,0.4901856575963719,1.4351135213124124,0.5882159315339038,0.580867370645242
1.1291659825107678,0.6784651360544217,1.1013981979144247,0.8074391046741277,0.8117820160283906
1.049820612414894,0.7473072562358276,1.0933137772898924,0.718564845292956,0.7595070044923717
0.998458918868279,0.7867772108843537,1.0093929915051711,0.8298222514812377,0.8543748251976642
0.9451266280512691,0.8211805555555556,1.0994777310835688,0.7890059249506254,0.8170579796759214
0.924041753453192,0.8413052721088435,0.9891191920167521,0.8339368005266623,0.8650618684909483
0.9017198290549168,0.8526785714285714,0.9600560260446448,0.8680052666227781,0.8845684757814992
0.8864215948616837,0.8663194444444444,0.9481294264918879,0.8874259381171824,0.896177124374214
0.8733806300595774,0.8730513038548753,0.9623990871404347,0.8485845951283739,0.87245016364094
0.861292702608368,0.8820153061224489,0.9296305759956962,0.912771560236998,0.9115870331514452
0.8464229766473749,0.8945223922902494,0.9486464497290159,0.8765635286372614,0.8925537061521135
0.8360303596439275,0.8970734126984127,0.9467751197124782,0.8903884134298881,0.8991274936400371
0.8268033657687591,0.9097576530612245,0.92156250978771,0.9150757077024358,0.9153560104633329
0.816024680729626,0.9173398526077098,0.9417494143310347,0.902896642527979,0.9086589867772765
0.8003014336908215,0.9270124716553289,0.9504436431746733,0.8943383805134957,0.9049554635036114
0.7905963833978117,0.9348781179138322,0.9498123852830184,0.9014154048716261,0.908256016935414
0.7828445263595538,0.9401927437641724,0.9587569718298159,0.8996050032916393,0.9059823451948468
0.777693866095305,0.9455782312925171,0.9397176181015215,0.9150757077024358,0.916235674900986
0.7674987048181006,0.9501842403628118,0.929836200412951,0.9175444371296906,0.9183268010777397
0.7536430771118389,0.957093253968254,0.9479328789209065,0.9114549045424621,0.9167152276128571
0.742328446806153,0.9622661564625851,0.9360985323002464,0.9210006583278473,0.921791715407848
0.7359815226390518,0.9664824263038548,0.9449027127341221,0.9211652402896643,0.9213545879753295
0.7254783964616641,0.9700609410430839,0.961294085885349,0.9109611586570112,0.9154716982361749
0.7204452732793328,0.9730017006802721,0.9511732446519952,0.9224818959842002,0.9218861323292488
0.7103053236088785,0.9766156462585034,0.9658612433232759,0.9201777485187623,0.9212434073505795
0.7084758876402633,0.9773596938775511,0.9639823166947615,0.9206714944042133,0.9199929832411183
0.7031999689245981,0.9799815759637188,0.9573451119033913,0.9231402238314681,0.9220577339897628
0.6960732368857953,0.9814342403628118,0.9664649426937103,0.9206714944042133,0.9221954293320916
0.6919031227662179,0.9831349206349206,0.9620002163083929,0.923633969716919,0.9231239526663485
0.6883539938940213,0.984516723356009,0.9580360905120248,0.9277485187623437,0.9255778781616536
0.689610260819632,0.9848710317460317,0.9571592625818754,0.9264318630678078,0.925243786464345
0.6863486596178305,0.9856150793650794,0.960274728034672,0.9269256089532587,0.9255046841692004
0.6804696282629523,0.98703231292517,0.9589598718442415,0.9279131007241607,0.9258519039009503
0.6800510828254445,0.9869968820861678,0.9589410022685402,0.9277485187623437,0.925793661780854
0.6792993531340644,0.9875637755102041,0.9579927190353996,0.9272547728768927,0.9253532841538268
