train_loss,train_acc,val_loss,val_acc,val_f1
1.5723917689723492,0.09612386621315193,1.689120394305179,0.03851217906517446,0.0028563708086373446
1.4825963932100066,0.2600269274376417,1.4260692339194447,0.499506254114549,0.4933848615174854
1.3333063137774566,0.4750212585034014,1.4085714195903978,0.44338380513495723,0.48827429034784775
1.2974414960597378,0.5235969387755102,1.3181232298675336,0.5339038841342989,0.5915559755187805
1.2730028317763962,0.5556972789115646,1.3019050218557056,0.5594140882159315,0.5756425049499886
1.2377652163002766,0.5967261904761905,1.2792683046115072,0.5829493087557603,0.644338229038934
1.2074223496611156,0.6189413265306123,1.2611317148334102,0.6482883475971034,0.6875845375273019
1.189291818139234,0.6346726190476191,1.235094406102833,0.652732060566162,0.7011903176174682
1.1692583856939458,0.6604662698412699,1.2069955041534022,0.663100724160632,0.7258282918994313
1.1613911932963632,0.6681901927437641,1.1938844633729835,0.6840026333113891,0.7338515578075778
1.1415108397028613,0.6858701814058957,1.2059146372895493,0.6937129690585911,0.7333254775000124
1.1277814541949707,0.702983276643991,1.2144828573653572,0.6611257406188282,0.7206770085508526
1.114522765012555,0.7175099206349206,1.233062602344312,0.6677090190915076,0.7258361889473792
1.1088439509982155,0.7144274376417233,1.1446128773061852,0.7404542462146149,0.781748303610129
1.0987095932165782,0.7260841836734694,1.149903196410129,0.7187294272547728,0.772029594279131
1.0942549414915832,0.7274659863945578,1.122199715438642,0.7447333772218565,0.7926369307000316
1.09017721183446,0.7289186507936508,1.1451721527074512,0.7307439104674127,0.7794125063252014
1.073589191888195,0.749326814058957,1.1372932170566759,0.738973008558262,0.7807613421134361
1.0651703618821644,0.7507086167800453,1.1356120639725735,0.7363396971691902,0.7841220561181411
1.0596581394034448,0.7560586734693877,1.1455984921831834,0.7198815009874918,0.7745715184504359
1.0548477501961109,0.7637117346938775,1.1198432389058566,0.7526333113890717,0.7972790239971311
1.0497997053085812,0.7613024376417233,1.127968881004735,0.7485187623436471,0.7965667423009516
1.0489731106628366,0.7709750566893424,1.1278300087702902,0.7470375246872942,0.7915738598377886
1.038943468713436,0.7779903628117913,1.1513591286383178,0.7369980250164582,0.7823961636262327
1.0300788400259688,0.7777777777777778,1.1254440188407897,0.7532916392363397,0.7961858695345327
1.0347495481811142,0.7775297619047619,1.103571357225117,0.7628373930217248,0.8060286783639324
1.0314990392212424,0.7793367346938775,1.1122268614016082,0.7613561553653719,0.8026445253488644
1.0172191865049522,0.7900722789115646,1.1075200350661027,0.7671165240289665,0.8069482588522182
1.011052124354304,0.7929776077097506,1.1165692834477676,0.761685319289006,0.8025890910682
1.013211065206398,0.7977253401360545,1.1017474061564396,0.7694206714944042,0.8106861013402082
1.0120356284301568,0.7886550453514739,1.106077261974937,0.7679394338380513,0.8080256983308657
1.0044370691657336,0.8022250566893424,1.1072196405184895,0.7662936142198815,0.8071591311915968
1.0104440435800963,0.7957766439909297,1.103178135031148,0.7682685977616853,0.8087199619724957
1.008016588195922,0.7993551587301587,1.103883542198884,0.7682685977616853,0.8084193375512146
1.0115220391966588,0.7951034580498866,1.1041692900030236,0.7676102699144174,0.8079809239897129
